project_id,project_name,programming_language,module_name,lines_of_code,code_smell_type,severity_level,refactoring_applied,refactoring_type,maintainability_score,bug_density,review_date
4218,Healthcare Platform,C++,Module_174,4254,God Class,High,Yes,Rename Variable,3.25,14.91,2031-07-19
4219,Ride Sharing App,Python,Module_105,1183,Large Class,Low,Yes,Rename Variable,2.95,10.82,2031-07-20
4220,Healthcare Platform,JavaScript,Module_38,3970,Spaghetti Code,Critical,No,Split Class,1.15,1.52,2031-07-21
4221,Inventory Management,C#,Module_149,3496,Duplicate Code,High,No,Inline Method,8.96,0.15,2031-07-22
4222,Social Media App,JavaScript,Module_218,2835,Long Method,Critical,Yes,Move Method,6.17,6.26,2031-07-23
4223,Banking System,Python,Module_267,3183,Magic Numbers,High,Yes,Extract Method,3.26,13.52,2031-07-24
4224,E-Commerce App,C++,Module_23,3478,Large Class,Critical,No,Replace Magic Number,6.02,8.01,2031-07-25
4225,Learning Management System,Go,Module_65,1262,Feature Envy,Low,No,Move Method,2.55,6.59,2031-07-26
4226,E-Commerce App,JavaScript,Module_264,4199,God Class,High,No,Replace Magic Number,7.41,11.98,2031-07-27
4227,Social Media App,C++,Module_6,674,Feature Envy,Low,No,Move Method,6.05,12.53,2031-07-28
4228,Social Media App,C++,Module_122,3505,Spaghetti Code,Low,No,Inline Method,2.68,1.13,2031-07-29
4229,Learning Management System,C++,Module_271,1218,Feature Envy,High,Yes,Remove Dead Code,9.03,2.88,2031-07-30
4230,Learning Management System,JavaScript,Module_101,503,Long Method,Medium,No,Rename Variable,8.22,11.58,2031-07-31
4231,Banking System,Python,Module_224,3797,Long Method,Low,Yes,Extract Method,2.53,13.77,2031-08-01
4232,Banking System,Java,Module_100,1939,Spaghetti Code,Medium,No,Replace Magic Number,5.59,3.37,2031-08-02
4233,Inventory Management,C++,Module_177,3893,Duplicate Code,Low,Yes,Remove Dead Code,8.26,11.93,2031-08-03
4234,Ride Sharing App,JavaScript,Module_115,991,Long Method,High,Yes,Extract Method,7.87,10.26,2031-08-04
4235,Inventory Management,C#,Module_125,1950,Long Method,Medium,Yes,Extract Method,1.81,12.29,2031-08-05
4236,Ride Sharing App,C#,Module_182,2130,Spaghetti Code,High,No,Extract Method,6.16,12.1,2031-08-06
4237,Banking System,Python,Module_21,4006,Duplicate Code,Low,Yes,Replace Magic Number,7.57,10.33,2031-08-07
4238,Banking System,Java,Module_125,955,Long Method,High,No,Move Method,8.52,14.53,2031-08-08
4239,Learning Management System,Python,Module_220,373,Duplicate Code,Low,Yes,Replace Magic Number,6.98,10.86,2031-08-09
4240,Inventory Management,JavaScript,Module_70,2867,Spaghetti Code,Medium,Yes,Rename Variable,5.93,8.86,2031-08-10
4241,Healthcare Platform,Go,Module_10,1548,Duplicate Code,High,Yes,Remove Dead Code,5.19,7.92,2031-08-11
4242,E-Commerce App,JavaScript,Module_151,1699,Dead Code,Low,Yes,Extract Method,5.91,10.64,2031-08-12
4243,Banking System,JavaScript,Module_107,730,Magic Numbers,Low,No,Extract Method,7.67,1.39,2031-08-13
4244,E-Commerce App,JavaScript,Module_278,4273,Magic Numbers,Low,No,Move Method,2.32,14.94,2031-08-14
4245,E-Commerce App,JavaScript,Module_169,2345,Large Class,Low,No,Split Class,3.35,2.45,2031-08-15
4246,Ride Sharing App,C++,Module_268,4197,God Class,Critical,No,Inline Method,3.05,7.61,2031-08-16
4247,Healthcare Platform,C++,Module_84,4668,God Class,Medium,Yes,Split Class,8.98,0.46,2031-08-17
4248,Ride Sharing App,C#,Module_271,1869,Dead Code,Medium,Yes,Rename Variable,4.44,14.96,2031-08-18
4249,Inventory Management,JavaScript,Module_69,228,God Class,Low,Yes,Remove Dead Code,9.82,1.7,2031-08-19
4250,Healthcare Platform,Java,Module_268,2707,Duplicate Code,High,No,Replace Magic Number,4.54,4.58,2031-08-20
4251,Inventory Management,C#,Module_45,430,Large Class,Critical,No,Rename Variable,9.68,10.54,2031-08-21
4252,Healthcare Platform,Go,Module_272,3897,Feature Envy,High,Yes,Replace Magic Number,8.29,7.39,2031-08-22
4253,Banking System,Python,Module_211,785,Dead Code,High,No,Replace Magic Number,1.97,14.2,2031-08-23
4254,Ride Sharing App,JavaScript,Module_168,875,Spaghetti Code,Medium,No,Split Class,2.79,4.95,2031-08-24
4255,Social Media App,Go,Module_220,3720,Large Class,Medium,Yes,Inline Method,8.26,9.73,2031-08-25
4256,E-Commerce App,C++,Module_46,3823,Large Class,Medium,No,Split Class,3.25,13.12,2031-08-26
4257,Ride Sharing App,Python,Module_201,3855,Large Class,High,Yes,Move Method,4.15,2.87,2031-08-27
4258,Ride Sharing App,C++,Module_193,3652,God Class,Critical,No,Split Class,7.89,7.38,2031-08-28
4259,Inventory Management,Java,Module_207,2351,Dead Code,Critical,No,Remove Dead Code,1.39,6.9,2031-08-29
4260,Learning Management System,Go,Module_75,3979,Long Method,Critical,No,Replace Magic Number,3.53,4.39,2031-08-30
4261,E-Commerce App,Java,Module_34,620,Magic Numbers,Low,No,Rename Variable,6.6,14.77,2031-08-31
4262,Inventory Management,Go,Module_11,2713,Long Method,Critical,Yes,Rename Variable,5.17,12.72,2031-09-01
4263,Ride Sharing App,Python,Module_13,3966,Large Class,Medium,Yes,Remove Dead Code,5.32,14.25,2031-09-02
4264,Social Media App,Python,Module_11,285,Spaghetti Code,High,No,Move Method,6.77,5.16,2031-09-03
4265,Learning Management System,C#,Module_48,4313,Spaghetti Code,Medium,No,Rename Variable,1.09,9.78,2031-09-04
4266,E-Commerce App,JavaScript,Module_47,4417,Duplicate Code,High,No,Replace Magic Number,6.03,11.4,2031-09-05
4267,Learning Management System,C#,Module_67,329,Magic Numbers,High,Yes,Split Class,8.13,0.61,2031-09-06
4268,Ride Sharing App,Java,Module_242,488,Duplicate Code,High,No,Extract Method,6.08,0.73,2031-09-07
4269,Ride Sharing App,C#,Module_7,1680,Duplicate Code,Medium,Yes,Extract Method,4.1,13.41,2031-09-08
4270,Learning Management System,C#,Module_269,457,Dead Code,Low,Yes,Replace Magic Number,3.68,3.19,2031-09-09
4271,Healthcare Platform,JavaScript,Module_131,1915,Magic Numbers,High,Yes,Move Method,2.21,12.77,2031-09-10
4272,E-Commerce App,C#,Module_55,4299,Large Class,Low,Yes,Rename Variable,5.4,10.58,2031-09-11
4273,E-Commerce App,Go,Module_136,4677,Dead Code,Medium,No,Replace Magic Number,1.7,2.25,2031-09-12
4274,Social Media App,Python,Module_229,1418,Large Class,Critical,No,Move Method,1.65,3.44,2031-09-13
4275,Inventory Management,Go,Module_256,1716,Spaghetti Code,Critical,No,Split Class,6.6,0.85,2031-09-14
4276,Banking System,Go,Module_189,999,Magic Numbers,Critical,Yes,Move Method,5.48,9.92,2031-09-15
4277,Ride Sharing App,JavaScript,Module_130,1293,Long Method,Low,Yes,Split Class,3.66,8.35,2031-09-16
4278,Inventory Management,C#,Module_118,2340,Long Method,High,No,Rename Variable,4.77,9.32,2031-09-17
4279,Social Media App,JavaScript,Module_170,3212,Feature Envy,Low,Yes,Move Method,2.49,3.02,2031-09-18
4280,Banking System,Go,Module_112,2502,God Class,Medium,No,Move Method,9.38,11.24,2031-09-19
4281,Healthcare Platform,Go,Module_146,3308,Large Class,Medium,Yes,Split Class,1.4,0.76,2031-09-20
4282,Inventory Management,JavaScript,Module_57,2736,Duplicate Code,High,No,Rename Variable,1.75,3.02,2031-09-21
4283,Social Media App,Python,Module_245,3709,Magic Numbers,Low,No,Split Class,8.18,6.12,2031-09-22
4284,Learning Management System,JavaScript,Module_196,4515,Magic Numbers,Medium,Yes,Inline Method,5.58,7.12,2031-09-23
4285,E-Commerce App,Go,Module_97,4297,Large Class,Critical,No,Inline Method,1.69,5.63,2031-09-24
4286,E-Commerce App,C++,Module_170,3582,Magic Numbers,Medium,Yes,Rename Variable,1.45,9.82,2031-09-25
4287,Banking System,JavaScript,Module_141,2362,Large Class,High,Yes,Rename Variable,8.11,13.38,2031-09-26
4288,Banking System,Go,Module_145,4788,Feature Envy,Medium,Yes,Extract Method,2.87,13.9,2031-09-27
4289,Banking System,C#,Module_88,2616,Large Class,Medium,No,Move Method,9.59,13.84,2031-09-28
4290,Ride Sharing App,Python,Module_248,4508,Duplicate Code,Low,Yes,Rename Variable,7.98,6.65,2031-09-29
4291,Inventory Management,Java,Module_205,4987,Feature Envy,Medium,No,Replace Magic Number,5.74,14.78,2031-09-30
4292,Healthcare Platform,Python,Module_103,301,Large Class,High,Yes,Extract Method,6.31,5.94,2031-10-01
4293,Learning Management System,Go,Module_214,2111,Large Class,Medium,Yes,Split Class,8.46,11.79,2031-10-02
4294,Learning Management System,C#,Module_19,3186,Large Class,Medium,No,Extract Method,5.01,6.01,2031-10-03
4295,Ride Sharing App,Java,Module_125,681,God Class,Medium,Yes,Rename Variable,9.52,2.38,2031-10-04
4296,E-Commerce App,Go,Module_193,1928,Spaghetti Code,Low,No,Inline Method,3.67,0.98,2031-10-05
4297,Learning Management System,C++,Module_37,3025,Feature Envy,Low,No,Replace Magic Number,3.72,1.45,2031-10-06
4298,Banking System,JavaScript,Module_57,3693,Long Method,Medium,No,Split Class,5.56,1.39,2031-10-07
4299,Banking System,Python,Module_32,2747,Duplicate Code,Medium,No,Rename Variable,1.9,8.25,2031-10-08
4300,Banking System,JavaScript,Module_184,4612,Magic Numbers,Low,No,Move Method,9.16,10.09,2031-10-09
4301,Ride Sharing App,JavaScript,Module_105,1968,Large Class,High,No,Split Class,7.95,9.77,2031-10-10
4302,Learning Management System,Java,Module_168,310,Large Class,High,No,Move Method,7.91,7.74,2031-10-11
4303,Learning Management System,Go,Module_4,685,Magic Numbers,Critical,No,Split Class,7.74,6.16,2031-10-12
4304,Social Media App,C++,Module_186,948,God Class,Low,Yes,Remove Dead Code,9.53,12.68,2031-10-13
4305,Banking System,C#,Module_20,1616,Magic Numbers,High,Yes,Extract Method,7.28,11.69,2031-10-14
4306,Inventory Management,Go,Module_216,2269,God Class,Low,No,Inline Method,9.26,7.39,2031-10-15
4307,Social Media App,Go,Module_191,1552,Dead Code,Low,Yes,Move Method,8.66,14.52,2031-10-16
4308,Learning Management System,Go,Module_231,1914,Spaghetti Code,Medium,No,Replace Magic Number,1.85,3.73,2031-10-17
4309,Social Media App,C#,Module_109,2235,Magic Numbers,Medium,No,Replace Magic Number,2.13,4.83,2031-10-18
4310,Healthcare Platform,Python,Module_132,3900,Magic Numbers,Critical,Yes,Rename Variable,4.73,11.61,2031-10-19
4311,Ride Sharing App,C#,Module_294,259,Duplicate Code,High,Yes,Inline Method,2.92,7.85,2031-10-20
4312,Banking System,C#,Module_120,601,Feature Envy,Medium,No,Remove Dead Code,7.43,12.3,2031-10-21
4313,Banking System,Python,Module_291,4360,Duplicate Code,Critical,Yes,Inline Method,7.2,6.0,2031-10-22
4314,E-Commerce App,Go,Module_226,4176,Magic Numbers,High,Yes,Extract Method,7.18,13.87,2031-10-23
4315,Learning Management System,Python,Module_98,713,Long Method,Low,Yes,Rename Variable,7.68,4.3,2031-10-24
4316,Inventory Management,Java,Module_281,1556,Spaghetti Code,Low,No,Extract Method,6.84,2.05,2031-10-25
4317,Social Media App,C#,Module_23,3369,God Class,Critical,Yes,Split Class,7.98,1.93,2031-10-26
4318,Banking System,Go,Module_46,1240,Spaghetti Code,Critical,No,Rename Variable,6.66,4.7,2031-10-27
4319,E-Commerce App,Go,Module_143,564,Duplicate Code,Medium,No,Remove Dead Code,6.16,0.92,2031-10-28
4320,Ride Sharing App,Python,Module_163,1492,Duplicate Code,Medium,No,Inline Method,5.75,8.18,2031-10-29
4321,Ride Sharing App,JavaScript,Module_178,51,Magic Numbers,Medium,Yes,Extract Method,6.55,5.29,2031-10-30
4322,Inventory Management,JavaScript,Module_285,3861,Large Class,Low,Yes,Replace Magic Number,7.41,12.68,2031-10-31
4323,Ride Sharing App,Go,Module_162,3357,Magic Numbers,Critical,No,Rename Variable,4.02,2.86,2031-11-01
4324,Inventory Management,Java,Module_294,2651,God Class,Low,No,Inline Method,3.46,6.84,2031-11-02
4325,Healthcare Platform,JavaScript,Module_102,3889,Magic Numbers,Critical,No,Split Class,4.39,0.29,2031-11-03
4326,Learning Management System,C#,Module_286,3774,Magic Numbers,Critical,No,Extract Method,5.53,1.58,2031-11-04
4327,E-Commerce App,Java,Module_146,669,Magic Numbers,Critical,No,Inline Method,5.7,2.72,2031-11-05
4328,Healthcare Platform,Go,Module_258,4242,Feature Envy,Medium,No,Replace Magic Number,6.86,14.26,2031-11-06
4329,Learning Management System,Java,Module_164,2263,Spaghetti Code,Low,Yes,Replace Magic Number,8.75,11.58,2031-11-07
4330,E-Commerce App,Java,Module_250,2333,Dead Code,Critical,Yes,Replace Magic Number,4.55,12.13,2031-11-08
4331,Social Media App,JavaScript,Module_63,2475,Spaghetti Code,Critical,Yes,Extract Method,6.73,1.14,2031-11-09
4332,Learning Management System,C++,Module_286,2394,Dead Code,Low,No,Rename Variable,9.28,4.97,2031-11-10
4333,Social Media App,Java,Module_294,4613,Magic Numbers,Medium,No,Extract Method,5.08,7.66,2031-11-11
4334,E-Commerce App,C#,Module_220,600,Dead Code,High,No,Extract Method,8.62,2.21,2031-11-12
4335,Social Media App,C++,Module_86,1027,Long Method,High,Yes,Extract Method,5.28,11.04,2031-11-13
4336,Banking System,Go,Module_157,484,Spaghetti Code,Low,Yes,Split Class,7.12,2.16,2031-11-14
4337,Banking System,Go,Module_86,3031,Spaghetti Code,Medium,No,Inline Method,6.59,6.91,2031-11-15
4338,Social Media App,C#,Module_10,3936,Long Method,Medium,Yes,Rename Variable,9.74,0.66,2031-11-16
4339,Banking System,C#,Module_100,4099,Magic Numbers,Critical,No,Inline Method,4.11,12.5,2031-11-17
4340,Inventory Management,JavaScript,Module_12,2885,Duplicate Code,High,No,Replace Magic Number,1.09,14.34,2031-11-18
4341,Banking System,C++,Module_64,3972,Feature Envy,Medium,No,Move Method,5.93,5.71,2031-11-19
4342,Healthcare Platform,JavaScript,Module_7,4249,Magic Numbers,Low,Yes,Split Class,3.75,14.92,2031-11-20
4343,E-Commerce App,Python,Module_226,3892,Magic Numbers,Low,Yes,Extract Method,5.13,3.9,2031-11-21
4344,E-Commerce App,Go,Module_289,3159,Duplicate Code,Medium,No,Extract Method,9.68,8.39,2031-11-22
4345,Social Media App,C#,Module_191,647,God Class,High,No,Remove Dead Code,7.39,5.15,2031-11-23
4346,Inventory Management,C#,Module_263,1247,Duplicate Code,Low,No,Split Class,5.88,11.42,2031-11-24
4347,E-Commerce App,Python,Module_193,4327,Feature Envy,Critical,No,Replace Magic Number,5.37,0.19,2031-11-25
4348,Social Media App,JavaScript,Module_61,4504,Magic Numbers,Medium,Yes,Inline Method,4.27,1.44,2031-11-26
4349,Inventory Management,C++,Module_4,3663,Spaghetti Code,High,No,Rename Variable,8.68,11.54,2031-11-27
4350,Banking System,C#,Module_201,4177,Magic Numbers,Critical,No,Rename Variable,6.73,7.46,2031-11-28
4351,Learning Management System,Python,Module_98,4490,Spaghetti Code,Medium,Yes,Extract Method,9.0,8.44,2031-11-29
4352,Ride Sharing App,Java,Module_206,84,God Class,High,Yes,Remove Dead Code,3.63,1.39,2031-11-30
4353,Learning Management System,JavaScript,Module_102,116,Long Method,Low,No,Extract Method,4.64,12.28,2031-12-01
4354,Inventory Management,Python,Module_258,635,Duplicate Code,Medium,Yes,Remove Dead Code,2.87,0.4,2031-12-02
4355,Ride Sharing App,Python,Module_25,3593,Long Method,Medium,No,Rename Variable,7.28,11.39,2031-12-03
4356,Healthcare Platform,C++,Module_201,1341,Spaghetti Code,Critical,Yes,Inline Method,6.3,1.28,2031-12-04
4357,Banking System,Java,Module_103,1453,Spaghetti Code,Low,Yes,Move Method,2.54,12.68,2031-12-05
4358,E-Commerce App,C#,Module_62,511,Duplicate Code,High,Yes,Split Class,3.03,9.63,2031-12-06
4359,Healthcare Platform,C++,Module_201,68,Feature Envy,High,Yes,Replace Magic Number,2.57,11.91,2031-12-07
4360,Inventory Management,C#,Module_153,1025,Spaghetti Code,Low,Yes,Extract Method,2.07,12.3,2031-12-08
4361,Social Media App,Go,Module_249,1340,Spaghetti Code,Low,No,Remove Dead Code,2.29,1.12,2031-12-09
4362,Banking System,C#,Module_298,2121,Feature Envy,Medium,No,Remove Dead Code,1.9,1.2,2031-12-10
4363,Healthcare Platform,C#,Module_54,2179,Dead Code,Medium,No,Replace Magic Number,7.91,0.94,2031-12-11
4364,Inventory Management,C#,Module_10,4884,Feature Envy,High,Yes,Move Method,4.64,8.16,2031-12-12
4365,Learning Management System,C#,Module_292,4968,God Class,High,No,Extract Method,2.21,10.61,2031-12-13
4366,Learning Management System,Go,Module_103,1734,Large Class,Critical,Yes,Replace Magic Number,8.03,10.84,2031-12-14
4367,Inventory Management,Python,Module_80,2642,God Class,Critical,Yes,Remove Dead Code,5.61,1.0,2031-12-15
4368,Social Media App,Java,Module_55,1567,Spaghetti Code,Medium,Yes,Split Class,7.47,12.66,2031-12-16
4369,E-Commerce App,C#,Module_154,964,Feature Envy,High,No,Extract Method,7.45,9.12,2031-12-17
4370,Social Media App,JavaScript,Module_77,2225,Feature Envy,Critical,Yes,Replace Magic Number,6.04,8.98,2031-12-18
4371,Social Media App,C++,Module_69,232,Dead Code,Critical,Yes,Move Method,5.19,5.99,2031-12-19
4372,Ride Sharing App,C#,Module_38,1366,Long Method,Medium,No,Extract Method,2.07,14.07,2031-12-20
4373,E-Commerce App,Python,Module_26,3249,Large Class,High,Yes,Rename Variable,8.93,10.57,2031-12-21
4374,Inventory Management,C#,Module_291,3414,Large Class,Low,Yes,Move Method,7.43,8.47,2031-12-22
4375,Ride Sharing App,C++,Module_161,1480,Dead Code,Critical,Yes,Replace Magic Number,7.72,10.74,2031-12-23
4376,Social Media App,Go,Module_239,213,Spaghetti Code,Critical,Yes,Split Class,3.38,13.73,2031-12-24
4377,E-Commerce App,JavaScript,Module_22,1405,God Class,High,No,Extract Method,5.87,6.84,2031-12-25
4378,Inventory Management,C++,Module_154,2983,God Class,Low,No,Rename Variable,7.83,5.9,2031-12-26
4379,Ride Sharing App,C#,Module_26,3126,Long Method,Medium,No,Move Method,8.28,5.17,2031-12-27
4380,Social Media App,JavaScript,Module_80,664,Spaghetti Code,Critical,No,Inline Method,5.99,6.44,2031-12-28
4381,Healthcare Platform,Go,Module_245,659,God Class,Low,No,Replace Magic Number,5.61,9.05,2031-12-29
4382,Ride Sharing App,C#,Module_83,4717,Large Class,Medium,No,Remove Dead Code,9.61,2.09,2031-12-30
4383,Healthcare Platform,C#,Module_277,2932,Duplicate Code,Critical,Yes,Rename Variable,9.19,10.08,2031-12-31
4384,Social Media App,C#,Module_64,2544,Large Class,Medium,Yes,Rename Variable,1.64,9.76,2032-01-01
4385,Learning Management System,C#,Module_281,1804,God Class,Low,No,Move Method,1.74,13.56,2032-01-02
4386,Inventory Management,Python,Module_134,4374,Feature Envy,Critical,No,Rename Variable,4.92,10.3,2032-01-03
4387,Ride Sharing App,Java,Module_214,3018,Duplicate Code,Low,Yes,Inline Method,9.45,12.69,2032-01-04
4388,Banking System,C++,Module_279,1750,Magic Numbers,High,Yes,Remove Dead Code,8.93,9.48,2032-01-05
4389,Banking System,Java,Module_208,4973,Duplicate Code,High,No,Rename Variable,9.89,14.15,2032-01-06
4390,Social Media App,Python,Module_258,2642,Feature Envy,Low,Yes,Replace Magic Number,1.38,14.08,2032-01-07
4391,Healthcare Platform,C++,Module_252,2581,God Class,Medium,No,Move Method,5.27,12.65,2032-01-08
4392,Healthcare Platform,C#,Module_28,4101,Duplicate Code,Critical,No,Split Class,5.73,13.97,2032-01-09
4393,Banking System,Go,Module_186,839,Spaghetti Code,High,No,Remove Dead Code,6.69,3.84,2032-01-10
4394,Banking System,C#,Module_17,4915,Spaghetti Code,Critical,No,Inline Method,8.16,12.61,2032-01-11
4395,Banking System,C++,Module_143,4022,Feature Envy,High,Yes,Split Class,5.34,8.34,2032-01-12
4396,Learning Management System,C#,Module_105,612,Duplicate Code,Low,Yes,Rename Variable,3.58,5.73,2032-01-13
4397,Healthcare Platform,JavaScript,Module_182,2912,Spaghetti Code,Critical,No,Move Method,6.52,10.77,2032-01-14
4398,Healthcare Platform,Java,Module_139,1571,Spaghetti Code,High,Yes,Move Method,5.52,11.59,2032-01-15
4399,Banking System,Java,Module_142,2957,Spaghetti Code,Critical,Yes,Move Method,3.06,4.36,2032-01-16
4400,Banking System,Go,Module_246,349,Spaghetti Code,Low,Yes,Extract Method,8.26,8.61,2032-01-17
4401,Inventory Management,Python,Module_96,1905,Spaghetti Code,High,Yes,Inline Method,6.89,3.73,2032-01-18
4402,Learning Management System,Go,Module_100,3479,Large Class,Medium,Yes,Move Method,3.76,5.18,2032-01-19
4403,Ride Sharing App,C#,Module_50,4522,Magic Numbers,Medium,Yes,Replace Magic Number,5.6,5.8,2032-01-20
4404,Banking System,C++,Module_157,1884,Magic Numbers,Critical,Yes,Replace Magic Number,4.98,8.56,2032-01-21
4405,Social Media App,Python,Module_70,4015,God Class,High,Yes,Rename Variable,1.01,1.35,2032-01-22
4406,Ride Sharing App,Python,Module_161,4220,God Class,Medium,No,Remove Dead Code,3.61,2.9,2032-01-23
4407,Ride Sharing App,Python,Module_150,2813,Magic Numbers,Low,Yes,Rename Variable,3.19,2.08,2032-01-24
4408,Banking System,Go,Module_124,889,Magic Numbers,Low,No,Inline Method,5.91,5.16,2032-01-25
4409,Banking System,Python,Module_73,660,Large Class,Medium,No,Rename Variable,9.02,2.54,2032-01-26
4410,E-Commerce App,Java,Module_98,4673,Spaghetti Code,High,No,Rename Variable,9.37,6.32,2032-01-27
4411,E-Commerce App,Python,Module_271,2828,Spaghetti Code,Medium,Yes,Replace Magic Number,4.81,13.25,2032-01-28
4412,Learning Management System,Go,Module_32,175,God Class,High,No,Extract Method,5.7,5.05,2032-01-29
4413,Social Media App,JavaScript,Module_39,951,Large Class,Medium,No,Split Class,3.99,0.41,2032-01-30
4414,Ride Sharing App,JavaScript,Module_217,3591,Spaghetti Code,Medium,No,Remove Dead Code,7.27,3.52,2032-01-31
4415,Inventory Management,Python,Module_178,3225,Magic Numbers,High,Yes,Replace Magic Number,2.28,1.0,2032-02-01
4416,Inventory Management,JavaScript,Module_236,2632,Large Class,Low,No,Replace Magic Number,1.18,6.28,2032-02-02
4417,Learning Management System,C++,Module_119,1210,Dead Code,Medium,Yes,Inline Method,8.9,13.4,2032-02-03
4418,Social Media App,C++,Module_157,4178,Feature Envy,Medium,No,Move Method,3.3,0.35,2032-02-04
4419,Learning Management System,Go,Module_165,301,Large Class,Critical,Yes,Move Method,6.27,5.98,2032-02-05
4420,Healthcare Platform,Go,Module_108,4139,Spaghetti Code,Low,Yes,Rename Variable,5.08,10.67,2032-02-06
4421,E-Commerce App,C#,Module_112,151,Spaghetti Code,Low,No,Remove Dead Code,4.1,0.04,2032-02-07
4422,Social Media App,Go,Module_276,4651,God Class,Critical,Yes,Replace Magic Number,5.42,10.01,2032-02-08
4423,Social Media App,Python,Module_161,3482,Spaghetti Code,Critical,No,Inline Method,6.86,7.21,2032-02-09
4424,E-Commerce App,Java,Module_75,3113,Feature Envy,Medium,No,Move Method,4.35,7.07,2032-02-10
4425,Healthcare Platform,Python,Module_242,2429,God Class,High,Yes,Rename Variable,8.66,11.77,2032-02-11
4426,Inventory Management,C++,Module_193,908,Duplicate Code,Low,No,Remove Dead Code,9.4,6.53,2032-02-12
4427,Learning Management System,JavaScript,Module_263,999,Feature Envy,Low,Yes,Split Class,1.29,7.96,2032-02-13
4428,Social Media App,Go,Module_187,849,Long Method,High,No,Split Class,4.57,9.92,2032-02-14
4429,Inventory Management,Go,Module_233,985,Feature Envy,High,No,Inline Method,3.03,14.01,2032-02-15
4430,Healthcare Platform,Go,Module_18,4867,God Class,Critical,No,Split Class,8.53,3.05,2032-02-16
4431,Inventory Management,JavaScript,Module_67,3704,Long Method,Low,Yes,Replace Magic Number,2.34,14.22,2032-02-17
4432,E-Commerce App,C#,Module_125,1984,Dead Code,High,No,Extract Method,8.59,14.52,2032-02-18
4433,Inventory Management,Go,Module_227,796,Duplicate Code,Medium,Yes,Rename Variable,9.96,13.27,2032-02-19
4434,Ride Sharing App,JavaScript,Module_28,3100,Feature Envy,Low,Yes,Extract Method,2.99,2.11,2032-02-20
4435,Banking System,JavaScript,Module_70,698,Magic Numbers,Low,Yes,Move Method,1.75,12.16,2032-02-21
4436,E-Commerce App,Python,Module_244,2982,God Class,Critical,Yes,Move Method,5.96,14.04,2032-02-22
4437,Healthcare Platform,C#,Module_264,1906,Dead Code,Low,No,Rename Variable,8.05,4.67,2032-02-23
4438,Healthcare Platform,Java,Module_47,4503,Long Method,High,Yes,Replace Magic Number,5.85,6.31,2032-02-24
4439,Ride Sharing App,C#,Module_138,3142,Feature Envy,Low,Yes,Rename Variable,4.52,12.8,2032-02-25
4440,E-Commerce App,JavaScript,Module_275,2437,Long Method,Low,Yes,Extract Method,6.41,14.14,2032-02-26
4441,Ride Sharing App,Go,Module_48,3922,Magic Numbers,Low,Yes,Extract Method,8.52,13.6,2032-02-27
4442,Ride Sharing App,JavaScript,Module_16,806,God Class,Medium,No,Extract Method,5.51,0.46,2032-02-28
4443,Banking System,Go,Module_296,4188,Dead Code,High,Yes,Split Class,9.07,6.82,2032-02-29
4444,Healthcare Platform,Java,Module_55,2978,Magic Numbers,High,Yes,Inline Method,6.03,11.85,2032-03-01
4445,Ride Sharing App,Go,Module_72,4387,Long Method,Low,No,Rename Variable,9.55,7.51,2032-03-02
4446,Ride Sharing App,Java,Module_190,381,Feature Envy,Medium,No,Inline Method,3.33,4.15,2032-03-03
4447,Banking System,C++,Module_276,498,Dead Code,Medium,No,Remove Dead Code,2.12,4.4,2032-03-04
4448,Learning Management System,Go,Module_46,3240,Spaghetti Code,Critical,No,Remove Dead Code,7.11,14.13,2032-03-05
4449,Learning Management System,Python,Module_97,2672,Long Method,Critical,Yes,Extract Method,9.85,6.98,2032-03-06
4450,Healthcare Platform,C++,Module_13,2217,Duplicate Code,Low,No,Rename Variable,5.41,2.76,2032-03-07
4451,E-Commerce App,C++,Module_168,2670,Duplicate Code,Critical,No,Extract Method,7.01,13.81,2032-03-08
4452,Social Media App,Python,Module_214,4968,Magic Numbers,Medium,No,Replace Magic Number,6.92,2.0,2032-03-09
4453,Ride Sharing App,C++,Module_50,4162,Feature Envy,Medium,No,Replace Magic Number,8.49,8.0,2032-03-10
4454,E-Commerce App,Python,Module_205,69,Large Class,Medium,Yes,Replace Magic Number,8.19,3.89,2032-03-11
4455,E-Commerce App,Go,Module_249,1475,Feature Envy,Low,No,Replace Magic Number,9.13,11.34,2032-03-12
4456,Ride Sharing App,C++,Module_241,2054,Large Class,High,Yes,Remove Dead Code,6.98,10.23,2032-03-13
4457,Learning Management System,Go,Module_16,1966,God Class,Critical,No,Replace Magic Number,3.69,4.06,2032-03-14
4458,Ride Sharing App,C#,Module_31,1437,Spaghetti Code,High,No,Move Method,3.41,14.83,2032-03-15
4459,Inventory Management,Java,Module_76,4364,Magic Numbers,Critical,Yes,Split Class,4.33,14.74,2032-03-16
4460,Banking System,C++,Module_150,1853,Magic Numbers,Critical,No,Extract Method,5.97,12.61,2032-03-17
4461,Healthcare Platform,JavaScript,Module_75,1895,Feature Envy,High,No,Inline Method,5.69,10.43,2032-03-18
4462,Banking System,JavaScript,Module_187,1861,God Class,Medium,Yes,Replace Magic Number,7.47,13.54,2032-03-19
4463,Inventory Management,C#,Module_253,1901,God Class,High,No,Extract Method,6.7,13.65,2032-03-20
4464,Learning Management System,JavaScript,Module_1,4100,Long Method,Critical,No,Rename Variable,1.09,5.58,2032-03-21
4465,Inventory Management,JavaScript,Module_135,1010,Feature Envy,Medium,No,Split Class,3.63,10.7,2032-03-22
